Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Property ID,Image Link
18-05-2022,1,13000,400,Ground out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2473,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2553
29-06-2022,3,45000,100,1 out of 2,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2,Contact Owner,2474,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2554
22-06-2022,2,2000,60,1 out of 1,Super Area,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2475,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2555
04-07-2022,2,28000,80,1 out of 5,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2476,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2556
12-05-2022,2,9000,450,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2477,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2557
29-04-2022,1,12000,520,3 out of 4,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2478,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2558
29-04-2022,1,13000,350,1 out of 5,Super Area,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2479,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2559
29-04-2022,2,11000,600,2 out of 3,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2480,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2560
07-07-2022,3,35000,950,1 out of 4,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Agent,2481,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2561
13-05-2022,2,10000,450,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2482,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2562
07-07-2022,1,20000,450,1 out of 4,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2483,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2563
07-07-2022,2,25000,850,2 out of 4,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2484,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2564
12-06-2022,1,8000,200,3 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2485,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2565
08-07-2022,4,150000,3000,1 out of 4,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2486,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2566
16-06-2022,3,36000,1500,2 out of 3,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2487,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2567
04-07-2022,2,12000,700,Ground out of 4,Super Area,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2488,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2568
10-05-2022,1,8500,530,Ground out of 3,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2489,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2569
27-05-2022,3,17000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2490,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2570
05-05-2022,1,7500,45,1 out of 5,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2491,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2571
05-05-2022,1,16000,900,3 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2492,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2572
10-05-2022,1,9000,450,1 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2493,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2573
10-05-2022,2,8000,650,1 out of 4,Super Area,Rangpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2494,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2574
10-05-2022,2,45000,900,2 out of 4,Super Area,Lajpat Nagar 1,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2495,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2575
04-05-2022,2,27000,900,4 out of 4,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2496,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2576
05-05-2022,2,14000,120,1 out of 4,Super Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2497,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2577
12-06-2022,2,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2498,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2578
21-05-2022,2,14000,615,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2499,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2579
14-06-2022,1,7500,225,Ground out of 2,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2500,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2580
10-06-2022,1,10000,800,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,2501,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2581
29-04-2022,1,7000,400,4 out of 4,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2502,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2582
29-04-2022,1,25000,800,4 out of 5,Super Area,Mukherjee Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2503,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2583
29-04-2022,2,9000,60,1 out of 3,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2504,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2584
29-04-2022,3,22000,1000,1 out of 24,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2505,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2585
05-05-2022,3,10000,75,4 out of 5,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2506,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2586
05-05-2022,3,11000,800,1 out of 4,Super Area,Hastsal,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2507,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2587
17-06-2022,1,12500,200,3 out of 3,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2508,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2588
14-05-2022,3,15000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2509,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2589
10-05-2022,2,35000,80,1 out of 3,Super Area,Kamla Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2510,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2590
10-05-2022,2,35000,900,2 out of 4,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,2,Contact Owner,2511,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2591
10-05-2022,2,52000,1125,2 out of 5,Super Area,Saket,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2512,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2592
29-04-2022,3,15000,900,3 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2513,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2593
04-06-2022,2,32000,1100,3 out of 3,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent,2514,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2594
04-06-2022,1,11500,400,2 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2515,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2595
04-07-2022,3,45000,713,1 out of 1,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,Bachelors/Family,3,Contact Owner,2516,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2596
07-07-2022,2,16000,700,4 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,2517,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2597
21-05-2022,2,20000,1000,2 out of 3,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2518,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2598
27-05-2022,1,7000,54,3 out of 5,Super Area,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2519,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2599
04-07-2022,3,85000,200,3 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,Bachelors,3,Contact Agent,2520,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2600
28-05-2022,1,15000,200,4 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2521,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2601
03-07-2022,2,22000,800,3 out of 3,Super Area,Chhattarpur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2522,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2602
18-05-2022,2,32000,1000,1 out of 3,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2523,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2603
01-07-2022,2,20000,500,4 out of 4,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2524,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2604
04-06-2022,1,35000,300,3 out of 5,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2525,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2605
16-06-2022,2,35000,900,Ground out of 4,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2526,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2606
07-07-2022,3,65000,240,1 out of 4,Carpet Area,Saket,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,2527,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2607
12-05-2022,2,15000,650,Ground out of 3,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2528,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2608
18-06-2022,3,12000,950,3 out of 5,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2529,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2609
10-05-2022,1,8000,500,Ground out of 3,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2530,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2610
28-05-2022,1,11000,500,2 out of 5,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2531,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2611
10-05-2022,2,12000,450,4 out of 4,Super Area,Mansa Ram Park,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2532,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2612
16-06-2022,4,140000,2800,Ground out of 4,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2533,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2613
04-06-2022,2,24000,150,1 out of 2,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2534,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2614
04-06-2022,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2535,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2615
10-05-2022,3,16000,100,3 out of 4,Super Area,"Jamia Nagar, Okhla",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2536,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2616
04-06-2022,1,15000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2537,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2617
14-05-2022,2,28500,900,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2538,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2618
05-05-2022,3,30000,1350,1 out of 7,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3,Contact Owner,2539,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2619
04-07-2022,1,16000,500,1 out of 4,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2540,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2620
06-07-2022,3,80000,1700,1 out of 4,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Furnished,Bachelors,3,Contact Agent,2541,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2621
04-06-2022,1,11000,400,2 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2542,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2622
29-06-2022,2,21000,110,2 out of 3,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2543,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=2623
